,Name,Rating,Review
1781,Apple iPhone 4s,1,it been month and so far the phone is doing very good 
1782,Apple iPhone 4s,0,do not buy this iphone ve had it for two weeks and is piece of junk the audio does not work most of the time especially when using headphones it does not connect to wi fi at times safari app crashes constantly battery runs out quickly once it reaches 50 do not buy it be smart and buy new one am returning this piece of junk 
1783,Apple iPhone 4s,1,great starter phone for an 11 year old 
1784,Apple iPhone 4s,1,all was perfect
1785,Apple iPhone 4s,1,the phone was ina good package and works well just make sure to configure everything correctly 
1786,Apple iPhone 4s,0,was supposed to be gsm unlocked phone turns out it was for sprint so it doesn work for what need eventhough it stated it was for those networks in the description 
1787,Apple iPhone 4s,1,perfect condition 
1788,Apple iPhone 4s,0,i have purchased two one worked well the other kept freezing 
1789,Apple iPhone 4s,1,excellent im venezuela 3g movistar and ios 9 2 very nice
1790,Apple iPhone 4s,0,hello am not fully satisfied with this items one of the phone home button is difficult to operate in addition to this any of these phone not complete set didn get earphone ear plug for any of them do you think it is acceptable 
1791,Apple iPhone 4s,0,got side scratched product with replaced back case it is verizon unlocked device and has so far functioned quite well not exactly new looking and new functioning guess refurbished comes with it own descriptions update 1 month using the phone and just 2 days done with my return window the phone has started dying out on battery would recommend you run diagnostics through some app immediately after you get this or this is piece of junk packed in new clothes 
1792,Apple iPhone 4s,0,do not buy not unlocked why would amazon even put up with this 
1793,Apple iPhone 4s,1,gooooood
1794,Apple iPhone 4s,0,no sim card weak
1795,Apple iPhone 4s,0,it has glitches
1796,Apple iPhone 4s,0,it has line in the screen at times can see anything
1797,Apple iPhone 4s,1,it a like new product perfect 
1798,Apple iPhone 4s,0,while the phone was unlocked it is not capable of getting wi fi signal which means it is constantly using my data plan wish hadn bought this 
1799,Apple iPhone 4s,0,llego well but with the default screen calls chokes and reheated too when charging the battery would give me warranty then could not make the claim before because just week ago get the product because am from venezuela and slow as can solve this problem 
1800,Apple iPhone 4s,0,i bought the iphone 4s two months ago and no longer works so useless that is cheap if not hard so m very upset with my purchase
1801,Apple iPhone 4s,1,seemed just like new works fine and great value check here first if you need new phone 
1802,Apple iPhone 4s,1,okay but looks some costly
1803,Apple iPhone 4s,1,extremely pleased
1804,Apple iPhone 4s,1,i recently purchased this phone as birthday present for my son had this phone back when it was first released by apple and had no issues with it this phone was refurbished and came in looking brand new the only difference was the fact that it came in plain box and with no headphone it did include the charger and cable however he has been using the phone now for few weeks and it has worked flawlessly if you are looking to buy phone outright would definitely opt for refurbished model buy many items that have been on the market for while refurbished and have never had any problems with operation or aesthetics of them 
1805,Apple iPhone 4s,0,phones appear to be in good condition not sure about them being new and the after market accessories are very cheap the usb cable came apart while charging the first time reported to customer service via email but have yet to hear back so just went to find my own replacement hopefully the phones hold up longer than the charger 
1806,Apple iPhone 4s,1,its good exactly what is pictured
1807,Apple iPhone 4s,1,everything was fine 
1808,Apple iPhone 4s,0,not buying it does not work does not play audio from videos or ring when they call no charge and am now in colombia and can not return it and amazon is not responding 
1809,Apple iPhone 4s,1,excelent 
1810,Apple iPhone 4s,0,crappy phone will not buy anther certified refurbished cell phone 
1811,Apple iPhone 4s,0,mobile is not working as expected middle button and over all it too slow 
1812,Apple iPhone 4s,0,phone was not unlocked was referred to apple apple said 2 service techs the phone was still locked to the cloud the prices quoted to have device unlocked in the 50 to 200 range with no guarantee of success due to circumstances the phone was gift to someone out of the country am out the money 
1813,Apple iPhone 4s,0,such worst experience with this buy this phone is not unlocked and battery is draining out like anything keep away from this dealer bought another 4s unlocked from lukki_lukki dealer and it unlocked and in perfect shape returning this 
1814,Apple iPhone 4s,1,this is an excellent product it is just like new but not as costly love it 
1815,Apple iPhone 4s,1,very good
1816,Apple iPhone 4s,1,nice first phone for 13 year old in good working condition just few minor scratches 
1817,Apple iPhone 4s,1,as said in the description perfect condition very much satisfied thank you
1818,Apple iPhone 4s,1,perfect phone
1819,Apple iPhone 4s,1,works real good
1820,Apple iPhone 4s,1,excellent product no signs of usage in 100 perfect condition does not come with original charger no headphones also 
1821,Apple iPhone 4s,1,this is so much better than my old 4s it upgraded seamlessly to os9 and works perfectly 
1822,Apple iPhone 4s,0,sending it back apps can not download as this phone can only take up to ios 7 and all the new apps are now using ios 9
1823,Apple iPhone 4s,1,the phone works great m just not an iphone person 
1824,Apple iPhone 4s,1,lasted for around 27 days now it won hold charge loved it when it first game updated it to ios 9 1 2 and it screwed me over not even month what it don even know what to do edit product works it was just the power brick that came with it it no longer works do have another power brick and the phone does hold charge 
1825,Apple iPhone 4s,1,works like brand new phone works great 
1826,Apple iPhone 4s,0,although this did not come with original accessories as stated knock off charger and no headphones which were include in the original accessories of the iphone 4 the phone seems to work fine for my teenager the exterior is in excellent shape will update when take it to our carrier 
1827,Apple iPhone 4s,1,it was in great condition and received it just as they stated
1828,Apple iPhone 4s,0,i ve got to be honest was little leary about this product ordered it then looked at the reviews boy were they unappealing to read was super nervous about what had just ordered but to my surprise it was just fine yes the phone is unlocked but the box it came in said it would not work for any sprint or sprint affiliated carrier so that was confusing the battery is just as everybody says discharges super fast and turns off when its around 20 phone looked brand new no scratches powered right up and put my sim card in service kicked right in overall not bad 
1829,Apple iPhone 4s,0,we receive without all the accessories and the charge doesn complete you are selling bad product 
1830,Apple iPhone 4s,1,very good
1831,Apple iPhone 4s,1,all ok
1832,Apple iPhone 4s,1,the battery is not good it become low very fast 
1833,Apple iPhone 4s,1,not installed at the factory 
1834,Apple iPhone 4s,1,it looks brand new no visual flaws or scars functions well no complains yet 
1835,Apple iPhone 4s,1,good
1836,Apple iPhone 4s,1,expectations exceeded thanks 
1837,Apple iPhone 4s,0,this phone did not maintain its charge more than 2 hours and after month it died never to turn on again 
1838,Apple iPhone 4s,0,i bought the phone knowing that it was refurbished did not look new the glass was possibly replaced but the sides of the phone were worn possibly from case it was in the phone worked for about three weeks before it crashed would not charge and would not turn on took it to apple and they told me that the battery only lasts 3000 cycles and that it had not been replaced on the phone it would cost 80 to replace it this phone is junk and was not correctly refurbished save your self the trouble had and do not buy it 
1839,Apple iPhone 4s,1,it ok
1840,Apple iPhone 4s,0,the phone was in perfect shape as far as the appearance once got it activated had to update the ios to be able to use itunes and the apple store the phone worked fast until started taking pictures and downloaded few apps it uses more data than any other phone ve ever used it usually takes me month and half to run out of 2gb of data but with this phone it took two weeks have even turned off lot of applications from running in the background the absolute worst thing about it is that the battery life with minimum usage typically last me 2 hours god forbid make one five minute phone call it drains the battery down completely within five minutes usually have to use it plugged into the charger it has features that love but really don believe will keep this phone just because of the consistent low storage warning low battery life and slow system wanted to return it but didn know how 
1841,Apple iPhone 4s,0,good evening m just receiving this iphone and it a verizon iphone and it locked need your help to return this item and buy the unlocked cell 
1842,Apple iPhone 4s,0,when received this phone was very impressed by how well the outside of the phone looked it looked new unfortunately when turned it on there were few very faint but noticible yellow lines going down the screen returned it because was nervous that this could become major issue in the future 
1843,Apple iPhone 4s,0,this phone is not unlock to any network purchase now have to pay to get it unlock
1844,Apple iPhone 4s,1,i actually am very happy with it got it for my little sister who really wanted it was iffy at first but it works well and it looks great will be adding pictures later 
1845,Apple iPhone 4s,1,i received my order with 100 satisfaction thank you very much rafael gonzález
1846,Apple iPhone 4s,0,phone was in amazing condition is unlocked but will not work with verizon it is gsm phone which means only services like mobile and at will be able to activate it
1847,Apple iPhone 4s,1,item as described fast shipping excellent customer service highly recommend 
1848,Apple iPhone 4s,0,wrest phone
1849,Apple iPhone 4s,0,the iphone came with the power sleep button bad so had to paid 6 to fix it and also the charger came wrong is ther charger of iphone 5s
1850,Apple iPhone 4s,1,this was great buy for me 
1851,Apple iPhone 4s,1,genuine new iphone 4s packaging charger earphone not sure but the phone is absolutely new and works great great audio clarity battery performance so far 10 15 days usage only so far is unlocked and work like charm with unlocked gsm sim great purchase very happy
1852,Apple iPhone 4s,1,great phone for the price
1853,Apple iPhone 4s,0,wasn unlocked like it said it was don buy this it a waste of money 
1854,Apple iPhone 4s,1,its been 2 3 months feel the best deal got and perfectly serving the purpose no issues till date 
1855,Apple iPhone 4s,1,i love this phone love the size and the strength definitely my everyday device love it
1856,Apple iPhone 4s,0,i bought 2 iphones one was ok the other was not unlocked sended it to my country and it doesn work so now what lost my because can see any option to return the phone
1857,Apple iPhone 4s,1,the phone was contrary to my fears actually unlocked was able to put in my sim card immediately the charger however was not made by apple and the end of the rubber cable was frayed and already disconnected 
1858,Apple iPhone 4s,1,good product 
1859,Apple iPhone 4s,0,this is not as advertised tried to buy and load sim card at cell phone service provider in vietnam could not get it to work do not buy this phone
1860,Apple iPhone 4s,1,iphone arrived within 2 days in excellent condition couldn find the minor scratches mentioned in the description unlocked as promised connected to mobile as soon as inserted my sim card activated phone and synced itunes am very pleased with this purchase 
1861,Apple iPhone 4s,1,nice phone
1862,Apple iPhone 4s,1,working perfectly 
1863,Apple iPhone 4s,0,didn get expected product sim slot is jammed battery life is bad took hours to chargekept on restarting after few minutes
1864,Apple iPhone 4s,0,my first review on amazon after being customer for over decade this is total fraud the charger is cheap off the street as for apple packaging see the picture of attached box and the plastic sleeve it came in 
1865,Apple iPhone 4s,1,very good iphone
1866,Apple iPhone 4s,1,perfect as described 
1867,Apple iPhone 4s,1,thank you very much
1868,Apple iPhone 4s,1,very good deal as expected 
1869,Apple iPhone 4s,1,it nice and cheap product 
1870,Apple iPhone 4s,1,everything ok 
1871,Apple iPhone 4s,1,perfect condition thanks
1872,Apple iPhone 4s,1,my iphone came in good time and works great battery lasts all day 
1873,Apple iPhone 4s,0,the battery does not stay charged long enough in the phone the phone gets hot all the time
1874,Apple iPhone 4s,1,for my sister seems the battery goes dead fast
1875,Apple iPhone 4s,0,not good at all charger not working app store doesn open will be replacing this once soon 
1876,Apple iPhone 4s,0,bad had to sent it back
1877,Apple iPhone 4s,0,the phone is in just as bad condition as my original one 
1878,Apple iPhone 4s,1,good
1879,Apple iPhone 4s,1,works just as stated 
1880,Apple iPhone 4s,0,it works it doesn hold charge all day but it is ok for now not sure would buy refurbished again especially from this seller due to the under charging 
1881,Apple iPhone 4s,1,aside from relatively quickly dying battery phone is very good please be sure to understand your carrier service provider cellular phone requirements before buying this 
1882,Apple iPhone 4s,0,it a good quality phone had problem updating it but after that works fine but someone changed the password to my account so might be something but overall okay buy
1883,Apple iPhone 4s,1,good thanks
1884,Apple iPhone 4s,1,i have always been happy with amazon 
1885,Apple iPhone 4s,1,excelente
1886,Apple iPhone 4s,0,phone is in very good condition but the battery is completely useless and thus the phone is useless even after following every iphone tip on closing all apps changing several settings the battery still only lasts couple of hours without being used for even single phone call the battery is drained in about 3 hours even when the phone is not in use as longtime iphone user know very well about battery problems ve also owned 4s like this one before this battery should have been replaced for product with certified refurbished label it was definitely not what was expected 
1887,Apple iPhone 4s,1,like
1888,Apple iPhone 4s,1,fue un regalo para mu hija ella esta feliz ha funcionado perfecto en venezuela
1889,Apple iPhone 4s,0,phone was not unlocked as stated it was verizon contract phone buyer beware 
1890,Apple iPhone 4s,1,the phone as received looked good overall and worked as well would use wireless 2 go again perry
1891,Apple iPhone 4s,1,great phone 
1892,Apple iPhone 4s,1,very good deal
1893,Apple iPhone 4s,0,bought this in may sim tray dead after month boooooooo
1894,Apple iPhone 4s,0,unit looked clean and appears to work just fine its the battery have an issue with when unit arrived last tuesday the battery was rated as average by the apps called battery life which installed when booted the unit today the battery is already in bad state as indicated by the apps when refurbish unit the battery must be fresh and brand new 
1895,Apple iPhone 4s,1,solid performance 
1896,Apple iPhone 4s,0,battery life is pretty short d say 3 hours when using the internet the whole time if don use it much it will last through the day other than that it was unlocked and everything seems to work
1897,Apple iPhone 4s,0,great phone but my speakers don work can hear anything from it without headset 
1898,Apple iPhone 4s,1,some refurbished phones don come with new battery this one obviously did cause it runs for 3 days without charge it has not malfunctioned since got it 2 months ago and did get silicone hard plastic combo case that saved it twice great buyi don need to fall for the phone of the month hype and make iphone richer just give me one the works well 
1899,Apple iPhone 4s,0,not working
1900,Apple iPhone 4s,0,sometimes the sound on videos music keyboard clicks are just loud static it won turn down not worth more than 100 if that 
1901,Apple iPhone 4s,0,wifi couldnt be enabled apparently had hardware glitch after updating it and could not be fixed 
1902,Apple iPhone 4s,1,exactly as described great condition refurb phone although it is unlocked the format stops it from being used with all carriers 
1903,Apple iPhone 4s,1,arrived diligently phone was as new installed micro chip and called
1904,Apple iPhone 4s,1,good
1905,Apple iPhone 4s,0,this is no box don know so so 
1906,Apple iPhone 4s,1,look like new brand iphone and works perfectly just what was looking for 
1907,Apple iPhone 4s,0,the phone stopped working after less than 30 days m in argentina and it impossible to ship items from other countries in here guess it a waste of time and money extremely dissapointed of my purchase and don have any plans to shop again here 
1908,Apple iPhone 4s,1,looks like new phone works well 
1909,Apple iPhone 4s,1,working good 
1910,Apple iPhone 4s,0,good phones good cost but didn like the packaging although it kept the cost down so not to bad 
1911,Apple iPhone 4s,1,goog
1912,Apple iPhone 4s,1,thank you excellent phone am so very happy for the cellphone 
1913,Apple iPhone 4s,1,perfect exactly as described 
1914,Apple iPhone 4s,1,got new phone
1915,Apple iPhone 4s,1,5 
1916,Apple iPhone 4s,0,the phone have problem with the earphone to listen to people when you call 
1917,Apple iPhone 4s,1,i bought this for my husband because his 5 yr old phone finally gave up the ghost this works well enough it is little slow but that is probably because it is older and refurbished 
1918,Apple iPhone 4s,1,because it an old iphone thought it would be slow but it actually very good for its current price 
1919,Apple iPhone 4s,1,i bought it for friend and he loves it 
1920,Apple iPhone 4s,1,super
1921,Apple iPhone 4s,0,very disapointed
1922,Apple iPhone 4s,1,great purchase 
1923,Apple iPhone 4s,0,i bought this phone and sent it to my sister in venezuela and she can use it because it not unlocked how can solve this 
1924,Apple iPhone 4s,1,nice phone works great 
1925,Apple iPhone 4s,0,phone looked worn and had lots of stratches bad condition unacceptable 
1926,Apple iPhone 4s,0,apple was said to be unlocked but was not 
1927,Apple iPhone 4s,0,probably used some buttons does not work overall very slow this is not new 4s
1928,Apple iPhone 4s,1,good
1929,Apple iPhone 4s,0,the charge cable of one device is not working
1930,Apple iPhone 4s,1,this phone met the expectations of my grandson and he happy with it
1931,Apple iPhone 4s,1,came sooner than expected first one stopped coming on wouldn load after year liked the phone so much bought another one this one looks and works fine 
1932,Apple iPhone 4s,1,everything was great
1933,Apple iPhone 4s,0,no good batey the not good
1934,Apple iPhone 4s,0,i love
1935,Apple iPhone 4s,0,it works okay but sometimes it just exits out of page on its own
1936,Apple iPhone 4s,0,it was too small
1937,Apple iPhone 4s,1,exactly what expected and has worked out perfectly it got here earlier than expected and have had absolutely no problems 
1938,Apple iPhone 4s,0,ear piece doesn work we have to use the speaker to hear the caller 
1939,Apple iPhone 4s,0,we ordered this factory refurbished phone we missed the return date otherwise we would have returned it it really never worked properly we will never buy refurbished phone again it is scam 
1940,Apple iPhone 4s,0,the phone received was not an unlocked phone it was locked verizon phone very disappointed that the product was not what was advertised 
1941,Apple iPhone 4s,1,excelent
1942,Apple iPhone 4s,1,this phone fits my needs perfectly have pay as you go plan and only use apple phones good price for an apple phone 
1943,Apple iPhone 4s,1,working good
1944,Apple iPhone 4s,0,it works good and everything running fine
1945,Apple iPhone 4s,1,love them 
1946,Apple iPhone 4s,1,i love it
1947,Apple iPhone 4s,0,not happy at all bought this phone that is supposed to be unlocked but it not at all so know have to figure out how to unlock it since it my daughter birthday gift that she can even use now grrr
1948,Apple iPhone 4s,1,it was excellent
1949,Apple iPhone 4s,0,the product was defective worked for month and the phone is dead
1950,Apple iPhone 4s,1,great condition works perfect fast delivery seller 100 recomended
1951,Apple iPhone 4s,0,battery bad on refurbished phone will not buy again
1952,Apple iPhone 4s,1,great phone easy to activate no problems 
1953,Apple iPhone 4s,0,not verizon compatible deceptive description
1954,Apple iPhone 4s,1,my daughter loves her new iphone just bought an at sims card and works great 
1955,Apple iPhone 4s,1,good conditions
1956,Apple iPhone 4s,0,i bought an unlocked phone but when want to use it in my country was locked awful
1957,Apple iPhone 4s,0,video had no sound
1958,Apple iPhone 4s,0,this products comes with problems on the speakers very bad sound quality even can hear the other person that is calling 
1959,Apple iPhone 4s,1,so it been month since bought this product for my mom so far so good mean it is an iphone 4s you can really set your expectations too high yes when received the phone there was sticker in the back that said that the carrier was verizon however took it to my metro store and there was no problem connecting it to this carrier 
1960,Apple iPhone 4s,0,after few days the wifi and bluetooth stopped working
1961,Apple iPhone 4s,0,at first there were two problems with the product iphone 4s unlocked purchased the wifi tab was greyed out dim and can connect to internet even have sim card with high speed internet and wi fi at home there is no cellular data network tab on the phone to edit the apn called wireless 2 go they told me they had never had this issue before and they were ready to refund me and sent me label to return the product after consideration decided not to return the product reset and erased all the the content and network and started activating the iphone again it was hard time finally the wi fi tab works and the internet is connected however when browsed google the wi fi stopped working and the screen displayed could not activate cellular dater network had to redo everything again totally 3 times now it is connected to wi fi and internet but don know how long this status can maintain even dare not to browse google website on this iphone think the shadow of the former carrier is still there even the phone is unlocked is there way to find out the cellular data network tab and apn to solve this problem anyway have to say that this iphone 4s has good look and almost no scratches 
1962,Apple iPhone 4s,1,my wife now has telephone that she enjoys using thank you
1963,Apple iPhone 4s,0,the battery goes out in 10 minute with full charge and the processor doesn function right it freezes and stuff it worked okay for about 1 month 
1964,Apple iPhone 4s,1,charger for phone not working properly 
1965,Apple iPhone 4s,0,it comes with issues with the wifi network is not working
1966,Apple iPhone 4s,1,good product
1967,Apple iPhone 4s,0,this phone since arrived never work the battery do not charge don know whati have to do tried but the phone turn off all the time tks
1968,Apple iPhone 4s,1,exactly as described phone in perfect condition and worked immediately with my att service 
1969,Apple iPhone 4s,1,good
1970,Apple iPhone 4s,0,the iphone work good but the battery no 
1971,Apple iPhone 4s,0,bad
1972,Apple iPhone 4s,1,buen producto
1973,Apple iPhone 4s,0,battery was bs
1974,Apple iPhone 4s,1,thanks
1975,Apple iPhone 4s,0,received today title says unlocked tag on phone says verizon will update following visit to obtain proper sim card 
1976,Apple iPhone 4s,0,charging is not staing
1977,Apple iPhone 4s,0,well just recieved this item in the mail and went through thorough inspection the black model appears to barely have 6gb where was proomised 8 full gb it is unlocked to at so was happy to place my first call on it volume control isnt bad the amount of internal storage is so bad that looked for any externa storage ports and there weren any but you can buy cheap iphone usb things for it if you like it didn arrive on full charge but am current charging it both the charger and converter box look like real apple but this is refurbished so we know better surprisingly this did not come with any earbuds but have many extra earbuds from miscellaneous items so it isn a problem there weren any scratches on the front or back the buttons don stick have yet to see how long the battery lasts but the camera is superb alltogether this was hit for me besides the whole storage deal d say it was pretty fair purchase for the amount of money spent on it 
1978,Apple iPhone 4s,1,works perfect 
1979,Apple iPhone 4s,0,nice phone for the price 
1980,Apple iPhone 4s,0,ok did not come with sim card slot pin did not come with includes all original accessories as stated in the product description the included charger is cheaply made has some scratches 
1981,Apple iPhone 4s,1,described us it is 
1982,Apple iPhone 4s,1,excelent 
1983,Apple iPhone 4s,0,i do not speak english
1984,Apple iPhone 4s,1,very nice
1985,Apple iPhone 4s,1,good
1986,Apple iPhone 4s,1,thanks for sending genuine product it is working excellent condition
1987,Apple iPhone 4s,1,it works in my countryit does not comes with accessories and original boxit comes us charger adapter not with europe standard
1988,Apple iPhone 4s,1,iphone looks new it works in my countryit does not comes with complete accessories and original boxcharger adapter us standard not europe have to buy europe standard charger adapter
1989,Apple iPhone 4s,0,false advertisement phone is not unlocked 
1990,Apple iPhone 4s,0,a month after getting this phone the wifi just shut off and can not be turned back on therefore anything want to do on this phone has to run off my data plan it terrible and m very unsatisfied with this product 
1991,Apple iPhone 4s,1, 
1992,Apple iPhone 4s,0,i bought this iphone 4s white certified refurbished by buyspry and fulfilled by amazon and week after started to use it the screen became wrong stripped and then turn black am in argentina so don know what to do because it doesn work but have no where to claim for change would like an answer for this thank you 
1993,Apple iPhone 4s,0,tried to activate with verizon they said it could not be activated on their network have to conclude it is not an unlocked phone notwithstanding the product description 
1994,Apple iPhone 4s,1,nan
1995,Apple iPhone 4s,0,the wifi is not work 
1996,Apple iPhone 4s,0,had the phone for 5 weeks and the phone is dead too late to return or exchange it good way to get my money 
1997,Apple iPhone 4s,0,it completely failed when inserted the new sim card it did not work had specifically asked for an unblocked phone that could use during my trip to tabzania and had to buy phone there instead total waste of money 
1998,Apple iPhone 4s,1,phone delivered on time and in excellent condition was able to activate it completely on my own and it is working fine fifth star would have been merited except somewhat degraded battery performance overall consider it very good purchase 
1999,Apple iPhone 4s,1,love it will purchase iphone 5 from amazon as soon as have the money 
2000,Apple iPhone 4s,1,although billed as new the telephone was sold sometime in 2013 so not quite an accurate description 
2001,Apple iPhone 4s,0,the phone did not switch on even after charging it for one hour none of the buttons work don understand how can seller sell such kind of product must be really desperate for bad reviews 
2002,Apple iPhone 4s,1,yes m truly 100 happy wit my iphone great description and equipment testing 
2003,Apple iPhone 4s,0,very disappointed in this phone we spent around 3 hours on another phone with apple support trying to get the wifi to work final determination was that this phone was grossly defective wifi icon would not even light up let alone work in addition to wasting my time also wasted 60 straight talk activation kit returned to amazon and am waiting refund 
2004,Apple iPhone 4s,1,works great thank you so much
2005,Apple iPhone 4s,1,excelent product and seller 
2006,Apple iPhone 4s,1,it awesome
2007,Apple iPhone 4s,1,i ve had the phone for few months now and is still working pretty good 
2008,Apple iPhone 4s,1,excellent seller and product thank you 
2009,Apple iPhone 4s,1,quick delivery and reasonable pricing 
2010,Apple iPhone 4s,1,i bought 3 iphone 4s 16 gb 2 are works great but one of them doesnt charge well and the problem is not from the charger the problem from the phone entry slot deal with amazon and gave me 20 usd as refund and im happy for it now will fix my phone thanks
2011,Apple iPhone 4s,0,iphone claimed it was unlocked but it wasn t
2012,Apple iPhone 4s,1,very good conditions and it working great
2013,Apple iPhone 4s,1,it is unlocked it an iphone it works 
2014,Apple iPhone 4s,1,i am so pleased with my order and phone it arrived quicker than they said and is working great 
2015,Apple iPhone 4s,0,it couldn send or receive mms
2016,Apple iPhone 4s,1,phone works perfectly
2017,Apple iPhone 4s,1,excellent
2018,Apple iPhone 4s,1,the woman who hates technological changes really loves the upgrades from 4 to 4s there are nice little things that maybe did not need to be done but they are great yet so many things are exactly as they were before no crazy upgrades or learning curves maybe sold on iphones for life will admit my most favorite upgrade from the 4 is that get emojis and just love having emojis and not having to make them up from characters 
2019,Apple iPhone 4s,1,instruction book would be nice to see what this phone has to offer and how to use am 73 yrs old and it would be nice to know what my phonehas to offer to where can rate this 5 star could have gone with the jitterbug instead without bells and whistles for lot less know thephone that was sent does lot of good things but since don have book to tell me what this phone can do m right back to the jitterbug it just ok
2020,Apple iPhone 4s,1,great
2021,Apple iPhone 4s,0,the phone worked on arrival but after 3 4 days my daughter noticed that the battery charge did not hold and the phone turned itseld off whenhalf of the battery was discharged but that is not all some days after wifi stopped working wifi button in control center is grayed out m hereby requesting the warranty replacement but wouldn buy another of these factory refurbished phones from this seller 
2022,Apple iPhone 4s,1,all things go love it it just what expected thanks upgraded from iphone 3 to iphone 4s the iphone 4s is way more advanced then my iphone 3 feel like ve moved up in technology phase can wait to advance to the iphone 5 or even the iphone 6s 
2023,Apple iPhone 4s,1,product was as advertised and in very good shape it arrived on time think it was an excellent value 
2024,Apple iPhone 4s,1,i love it thanks for the speedy order
2025,Apple iPhone 4s,0,had to return phone got hot with just few minutes use not well refurbished 
2026,Apple iPhone 4s,0,fast delivery though one week of use battery not holding charge and now just completely died didn come with all accessories as stated and cheap replacement charger returning
2027,Apple iPhone 4s,1,although refurbished one it turned to be as good as new
2028,Apple iPhone 4s,0,one of the 2 phones come with failure wifi 
2029,Apple iPhone 4s,0,not unlocked 
2030,Apple iPhone 4s,1,very good iphone
2031,Apple iPhone 4s,1,every thing is ok
2032,Apple iPhone 4s,1,phone is good but they could do better with the charger 
2033,Apple iPhone 4s,0,the battery discharge within 45minutes
2034,Apple iPhone 4s,1,aaa 
2035,Apple iPhone 4s,0,ir is decent phone my only issue is that the volume keys are sticking after 2 weeks do not use them much 
2036,Apple iPhone 4s,0,this was listed as an at phone and arrived as verizon phone sent it back
2037,Apple iPhone 4s,1,i bought this for my friend it very goood and the price very nice to mecome with white box charge wall and usband the shipping time in the timethank you 
2038,Apple iPhone 4s,0,product not working at all 45 days after purchase this it the third refurbished product have purchased and the third time ve been burned no more 
2039,Apple iPhone 4s,0,its wasnt new 
2040,Apple iPhone 4s,0,purchased the phone in february and it died today april 14 exactly month from its return window save your money 
2041,Apple iPhone 4s,1,great
2042,Apple iPhone 4s,0,wont stay charged purchased new battery and it still doesn stay charged 
2043,Apple iPhone 4s,1,i took it to at with my old phone out in minutes with the new working phone have not had any problems 
2044,Apple iPhone 4s,1,extremely happy
2045,Apple iPhone 4s,1,recieved the product in good shape thank you 
2046,Apple iPhone 4s,0,i did not receive any sim card or any memory card with my blu dash 5 0 smartphone s gsm unlocked gold pleased send me those items 
2047,Apple iPhone 4s,1,excellent
2048,Apple iPhone 4s,0,awful not unlocked
2049,Apple iPhone 4s,1,as my first iphone this is fantastic easy to use exactly as described it smaller than my previous phones which failed to research properly however adore it would recommend blutek to anyone bought 2 of these phones and they arrived promptly in fabulous condition and was very impressed 
2050,Apple iPhone 4s,0,i should of listened to everyone else that said the battery is terrible it dies within an hour after full charge 
2051,Apple iPhone 4s,1,works excelent no problems only had to update it and works good with tmobile 
2052,Apple iPhone 4s,1,the appearance of the phone is excellent like new the battery life is good it had verizon related sticker on the back but it is indeed unlocked it is gsm phone took it to mexico to use there and got sim and number from telcel without any problems it works very well 
2053,Apple iPhone 4s,1,my daughter saved her money to buy this and she is extremely happy with it
2054,Apple iPhone 4s,0,im havimg issues with the hone cause the button sont work and its slow
2055,Apple iPhone 4s,0,terrible product battery life is weak keyboard freezes 
2056,Apple iPhone 4s,1,producet came very right but the batery was not so good unfortunely 
2057,Apple iPhone 4s,1,love it so far
2058,Apple iPhone 4s,0,it was ok when first purchased it but after few months it started to freeze lot of times 
2059,Apple iPhone 4s,0,i bought 5 unlocked phones it turns out only 4 phones were unlocked 
2060,Apple iPhone 4s,0,screen is got some problems but other than that it fine 
2061,Apple iPhone 4s,1,looks nice nw m using its works good too
2062,Apple iPhone 4s,0,no did not meet my expectations very poor 
2063,Apple iPhone 4s,0,i was very disappointed its advertised as certified refurbished but right out of the box the wifi did not work on the phone nor did the bluetooth looked up reasons why and found that the wifi antenna is broken everything else works fine on it but after not having the availability to use the internet indoors in most cases and not being able listen to my music m already looking to buy new phone 
2064,Apple iPhone 4s,0,is not gsm
2065,Apple iPhone 4s,0,i set the phone up with at and the first call made found that cannot hear the call the earphone portion is defective after all that trouble now have to return the phone for credit 
2066,Apple iPhone 4s,1,the item is very nice
2067,Apple iPhone 4s,1,everything works well phone looks almost brand new however recieved the wrong charger port 
2068,Apple iPhone 4s,1,so far so good
2069,Apple iPhone 4s,0,i really not happy with the quality of these phones have ordered two used and factory refurbished one had an amazingly horrible battery charged it to 100 set it up and it was almost dead and would die as soon as it hit five percent so ordered this one it arrived with its test pictures still on it the background was not reset to factory settings and to make matters worse it won connect to the internet my phone got stolen out of my car iphones are crazy expensive and thought factory refurbished from amazon would be the cheaper way to go definitely not think twice before ordering these phones 
2070,Apple iPhone 4s,1,the phone has small scratch on the screen upon delivery it isn terrible and it is refurbished phone worked great out of the box satisfied with the purchase overall 
2071,Apple iPhone 4s,1,great product
2072,Apple iPhone 4s,0,product of poor quality bought and brought me to use outside the usa so it took me time to be able to test the device to my surprise the microphone did not work and all so the battery does not recharge properly as am not in the usa had to arrange myself the repairs to use the device which has cost me about us 60 00 apple iphone 4s 16gb unlocked white certified refurbished 
